Date,RELIANCE,HDFC,HDFCBANK,INFY,ICICIBANK,NIFTY 50
2020-09-15,2318.85,1758.75,1070.5,982.45,371.55,11521.8
2020-09-16,2324.55,1768.15,1093.65,1001.75,374.7,11604.55
2020-09-17,2298.75,1744.35,1083.6,1011.0,369.0,11516.1
2020-09-18,2305.7,1724.0,1057.3,1002.15,369.55,11504.95
2020-09-21,2255.85,1708.15,1049.3,1009.9,350.7,11250.55
2020-09-22,2211.15,1674.85,1035.4,1007.5,354.4,11153.65
2020-09-23,2230.8,1667.1,1047.25,1019.75,351.85,11131.85
2020-09-24,2181.2,1636.85,1030.4,975.4,335.7,10805.55
2020-09-25,2201.7,1652.0,1044.0,1011.45,348.65,11050.25
2020-09-28,2216.25,1681.45,1054.2,1010.4,363.0,11227.55
2020-09-29,2245.05,1713.1,1062.55,1009.0,357.05,11222.4
2020-09-30,2234.35,1740.05,1078.6,1008.25,354.75,11247.55
2020-10-01,2225.25,1790.65,1106.95,1017.65,369.2,11416.95
2020-10-05,2212.2,1785.1,1114.35,1048.7,373.1,11503.35
2020-10-06,2210.35,1934.4,1144.1,1055.75,380.6,11662.4
2020-10-07,2257.5,1948.75,1162.25,1066.55,382.65,11738.85
2020-10-08,2239.25,1949.25,1191.8,1093.7,387.5,11834.6
2020-10-09,2233.45,1957.65,1233.55,1106.8,401.5,11914.2
2020-10-12,2237.05,1965.4,1213.65,1132.1,404.05,11930.95
2020-10-13,2280.7,1943.4,1198.45,1157.8,396.25,11934.5
2020-10-14,2287.5,1979.85,1211.5,1137.0,406.8,11971.05
2020-10-15,2206.5,1947.2,1169.25,1108.25,391.0,11680.35
2020-10-16,2175.8,1961.7,1199.35,1127.5,396.1,11762.45
2020-10-19,2176.2,2031.5,1203.55,1125.9,417.1,11873.05
2020-10-20,2155.9,2015.3,1223.95,1137.5,414.6,11896.8
2020-10-21,2124.6,2048.75,1246.7,1148.35,420.3,11937.65
2020-10-22,2106.95,2042.55,1233.3,1129.05,412.9,11896.45
2020-10-23,2113.05,2059.7,1235.8,1122.5,416.95,11930.35
2020-10-26,2029.1,2073.35,1210.9,1112.45,404.45,11767.75
2020-10-27,2034.5,2041.35,1233.1,1090.85,409.95,11889.4
2020-10-28,2011.45,1968.9,1209.6,1076.55,396.05,11729.6
2020-10-29,2026.9,1934.3,1187.2,1074.85,399.9,11670.8
2020-10-30,2054.5,1923.55,1183.55,1060.6,392.6,11642.4
2020-11-02,1877.45,2040.8,1215.25,1072.3,417.45,11669.15
2020-11-03,1850.4,2130.95,1247.95,1062.55,443.85,11813.5
2020-11-04,1913.2,2088.2,1257.4,1093.95,437.05,11908.5
2020-11-05,1955.0,2100.7,1269.2,1104.0,438.5,12120.3
2020-11-06,2029.15,2138.45,1307.65,1112.75,442.8,12263.55
2020-11-09,2050.7,2152.1,1340.55,1136.55,462.7,12461.05
2020-11-10,2084.55,2272.1,1393.65,1091.05,483.85,12631.1
2020-11-11,1997.2,2324.3,1389.95,1122.5,486.55,12749.15
2020-11-12,1980.0,2332.1,1371.7,1117.75,476.7,12690.8
2020-11-13,1996.4,2306.75,1358.8,1124.2,485.55,12719.95
2020-11-14,2002.3,2311.25,1369.7,1133.45,486.9,12780.25
2020-11-17,1993.25,2349.0,1408.45,1123.7,486.4,12874.2
2020-11-18,1987.2,2364.9,1408.7,1110.55,497.65,12938.25
2020-11-19,1973.15,2324.6,1374.35,1096.75,478.75,12771.7
2020-11-20,1899.5,2334.8,1403.65,1103.35,480.2,12859.05
2020-11-23,1950.7,2250.8,1394.6,1139.85,468.25,12926.45
2020-11-24,1964.05,2217.7,1438.2,1140.05,478.2,13055.15
2020-11-25,1947.8,2191.35,1402.8,1115.65,472.7,12858.4
2020-11-26,1952.6,2238.4,1426.65,1113.2,475.3,12987.0
2020-11-27,1929.8,2256.25,1440.85,1100.0,473.35,12968.95
2020-12-01,1954.9,2306.95,1433.3,1137.85,485.1,13109.05
2020-12-02,1958.15,2276.35,1406.95,1140.9,480.45,13113.75
2020-12-03,1964.05,2253.95,1377.2,1126.45,481.85,13133.9
2020-12-04,1946.75,2245.9,1385.6,1134.65,502.05,13258.55
2020-12-07,1958.2,2303.8,1372.25,1143.5,510.45,13355.75
2020-12-08,1993.75,2309.75,1376.3,1153.35,508.4,13392.95
2020-12-09,2026.95,2306.7,1407.2,1175.2,511.5,13529.1
2020-12-10,2007.0,2289.1,1385.85,1167.75,506.95,13478.3
2020-12-11,2005.8,2295.9,1382.8,1163.2,515.45,13513.85
2020-12-14,1991.3,2302.65,1372.15,1164.55,525.8,13558.15
2020-12-15,1974.35,2350.35,1391.3,1154.6,518.05,13567.85
2020-12-16,1976.55,2424.65,1410.7,1165.7,512.45,13682.7
2020-12-17,1985.6,2494.6,1441.8,1159.2,510.4,13740.7
2020-12-18,1991.55,2479.4,1411.35,1189.8,517.15,13760.55
2020-12-21,1939.7,2414.8,1372.65,1177.3,494.5,13328.4
2020-12-22,1936.7,2403.65,1373.1,1220.5,500.3,13466.3
2020-12-23,1943.85,2403.05,1375.65,1253.05,503.6,13601.1
2020-12-24,1994.15,2455.15,1397.1,1236.05,513.55,13749.25
2020-12-28,2003.3,2476.45,1412.85,1240.3,520.1,13873.2
2020-12-29,1990.05,2518.95,1427.2,1250.3,528.8,13932.6
2020-12-30,1995.5,2518.05,1432.5,1246.8,528.75,13981.95
2020-12-31,1985.3,2558.65,1436.3,1255.8,535.05,13981.75
2021-01-01,1987.5,2568.75,1425.05,1260.45,527.5,14018.5
2021-01-04,1990.85,2578.5,1416.0,1288.25,531.7,14132.9
2021-01-05,1966.1,2651.85,1426.7,1293.8,537.25,14199.5
2021-01-06,1914.25,2638.85,1420.55,1282.1,546.7,14146.25
2021-01-07,1911.15,2661.35,1416.25,1262.15,541.1,14137.35
2021-01-08,1933.7,2657.5,1431.65,1312.1,542.05,14347.25
2021-01-11,1897.25,2751.2,1451.45,1376.2,544.7,14484.75
2021-01-12,1957.05,2747.55,1481.0,1371.75,548.0,14563.45
2021-01-13,1938.8,2670.9,1470.65,1387.15,556.5,14564.85
2021-01-14,1960.6,2684.05,1468.75,1370.5,553.3,14595.6
2021-01-15,1937.45,2632.75,1466.65,1344.95,543.0,14433.7
2021-01-18,1983.95,2566.5,1483.1,1312.05,533.15,14281.3
2021-01-19,2016.4,2656.95,1503.85,1316.65,546.45,14521.15
2021-01-20,2054.7,2688.15,1492.0,1339.45,551.0,14644.7
2021-01-21,2099.4,2663.0,1474.8,1339.7,552.7,14590.35
2021-01-22,2049.6,2589.45,1443.55,1340.85,533.8,14371.9
2021-01-25,1941.0,2551.4,1462.85,1325.1,538.05,14238.9
2021-01-27,1895.0,2467.0,1409.6,1301.0,522.35,13967.5
2021-01-28,1876.55,2425.75,1371.45,1276.2,528.25,13817.55
2021-01-29,1841.95,2377.8,1390.5,1239.05,537.0,13634.6
2021-02-01,1895.3,2579.25,1476.75,1260.9,603.8,14281.2
2021-02-02,1925.8,2659.0,1560.55,1271.25,617.35,14647.85
2021-02-03,1930.65,2703.55,1574.8,1284.65,622.35,14789.95
2021-02-04,1924.3,2707.75,1579.1,1279.35,628.3,14895.65
2021-02-05,1923.75,2721.5,1597.6,1272.1,614.15,14924.25
2021-02-08,1951.45,2733.35,1605.25,1303.55,629.6,15115.8
2021-02-09,1956.15,2747.05,1611.85,1305.55,633.35,15109.3
2021-02-10,1974.3,2767.1,1581.75,1296.5,632.15,15106.5
2021-02-11,2055.7,2760.6,1572.35,1292.65,630.65,15173.3
2021-02-12,2041.6,2791.5,1581.95,1309.8,647.6,15163.3
2021-02-15,2032.6,2860.45,1616.6,1309.65,673.95,15314.7
2021-02-16,2059.5,2858.65,1626.65,1290.4,658.35,15313.45
2021-02-17,2083.25,2805.35,1586.5,1281.3,657.35,15208.9
2021-02-18,2067.7,2745.15,1554.3,1292.45,644.65,15118.95
2021-02-19,2080.3,2741.3,1539.1,1291.3,624.05,14981.75
2021-02-22,2008.1,2651.95,1548.0,1265.2,609.85,14675.7
2021-02-23,2023.45,2628.6,1529.15,1266.35,616.3,14707.8
2021-02-24,2061.0,2707.75,1606.45,1274.3,641.1,14982.0
2021-02-25,2144.35,2684.7,1606.4,1274.55,628.0,15097.35
2021-02-26,2085.8,2539.4,1534.4,1253.3,597.75,14529.15
2021-03-01,2101.7,2606.0,1558.9,1267.0,608.35,14761.55
2021-03-02,2106.0,2564.0,1568.2,1304.5,610.5,14919.1
2021-03-03,2202.1,2654.9,1586.85,1343.55,632.1,15245.6
2021-03-04,2175.85,2582.95,1552.05,1330.35,620.75,15080.75
2021-03-05,2178.7,2543.9,1530.0,1316.7,609.45,14938.1
2021-03-08,2191.1,2510.25,1519.5,1335.75,608.05,14956.2
2021-03-09,2191.05,2577.3,1562.5,1345.55,625.1,15098.4
2021-03-10,2181.95,2599.8,1555.75,1368.15,625.6,15174.8
2021-03-12,2137.6,2568.0,1551.95,1374.85,612.85,15030.95
2021-03-15,2108.9,2535.5,1528.65,1373.6,603.5,14929.5
2021-03-16,2100.6,2510.4,1512.15,1384.0,594.95,14910.45
2021-03-17,2055.35,2515.55,1495.35,1387.0,589.5,14721.3
2021-03-18,2009.1,2514.6,1491.0,1337.1,578.6,14557.85
2021-03-19,2082.0,2531.65,1497.5,1344.45,586.65,14744.0
2021-03-22,2062.4,2531.85,1469.15,1370.8,573.45,14736.4
2021-03-23,2087.5,2509.9,1500.15,1371.55,586.4,14814.75
2021-03-24,2047.3,2465.75,1478.8,1353.75,567.5,14549.4
2021-03-25,1991.45,2470.75,1463.35,1333.8,571.55,14324.9
2021-03-26,1994.65,2532.75,1491.3,1336.2,578.55,14507.3
2021-03-30,2029.3,2605.65,1553.7,1385.3,591.45,14845.1
2021-03-31,2003.1,2498.1,1493.65,1368.05,582.1,14690.7
2021-04-01,2021.85,2531.45,1486.75,1385.2,594.4,14867.35
2021-04-05,1992.6,2445.85,1449.6,1409.9,571.25,14637.8
2021-04-06,1984.3,2472.3,1440.25,1411.05,565.9,14683.5
2021-04-07,2002.85,2482.7,1447.2,1430.2,577.65,14819.05
2021-04-08,2005.35,2502.55,1432.8,1439.85,576.7,14873.8
2021-04-09,1982.05,2513.9,1421.75,1441.05,566.2,14834.85
2021-04-12,1911.15,2419.85,1367.05,1425.75,538.55,14310.8
2021-04-13,1931.8,2512.95,1400.35,1397.15,560.6,14504.8
2021-04-15,1944.3,2547.15,1430.1,1360.75,575.2,14581.45
2021-04-16,1932.1,2574.05,1428.65,1353.75,566.95,14617.85
2021-04-19,1901.7,2492.35,1412.4,1362.55,559.75,14359.45
2021-04-20,1901.15,2415.9,1391.4,1351.35,559.1,14296.4
2021-04-22,1906.4,2479.7,1422.5,1351.1,579.2,14406.15
2021-04-23,1904.35,2497.35,1414.15,1333.8,569.95,14341.35
2021-04-26,1937.85,2509.8,1404.8,1343.55,591.1,14485.0
2021-04-27,1988.65,2518.4,1438.7,1348.5,598.75,14653.05
2021-04-28,1997.3,2577.0,1476.8,1356.0,621.35,14864.55
2021-04-29,2024.05,2538.85,1472.5,1356.35,621.45,14894.9
2021-04-30,1994.5,2420.1,1412.3,1354.35,600.5,14631.1
2021-05-03,1959.05,2418.5,1414.45,1352.05,596.75,14634.15
2021-05-04,1916.6,2377.2,1388.35,1329.4,591.55,14496.5
2021-05-05,1920.1,2377.6,1402.6,1341.5,602.8,14617.85
2021-05-06,1931.0,2430.1,1400.9,1361.6,608.2,14724.8
2021-05-07,1931.75,2496.75,1414.75,1352.55,607.1,14823.15
2021-05-10,1926.2,2531.35,1419.85,1339.55,613.25,14942.35
2021-05-11,1933.15,2464.2,1403.55,1330.65,609.85,14850.75
2021-05-12,1913.15,2438.7,1399.5,1327.0,594.75,14696.5
2021-05-14,1937.3,2422.0,1386.85,1316.4,597.3,14677.8
2021-05-17,1960.35,2486.45,1440.25,1329.4,623.6,14923.15
2021-05-18,1987.95,2502.85,1476.7,1340.0,633.2,15108.1
2021-05-19,1997.05,2459.85,1458.2,1337.0,625.45,15030.15
2021-05-20,1985.4,2445.0,1432.8,1339.3,618.6,14906.05
2021-05-21,2002.55,2518.05,1497.3,1354.5,642.45,15175.3
2021-05-24,1985.65,2540.9,1509.95,1348.05,647.35,15197.7
2021-05-25,1963.15,2530.5,1478.95,1361.6,650.3,15208.45
2021-05-26,1970.05,2567.55,1477.05,1397.25,652.5,15301.45
2021-05-27,1976.1,2508.85,1482.65,1402.25,652.25,15337.85
2021-05-28,2094.8,2541.35,1503.45,1405.05,643.05,15435.65
2021-05-31,2160.3,2552.85,1515.85,1393.75,662.75,15582.8
2021-06-01,2168.9,2580.75,1511.7,1387.2,650.1,15574.85
2021-06-02,2201.25,2562.15,1504.0,1378.65,648.35,15576.2
2021-06-03,2209.65,2584.0,1520.55,1389.65,650.25,15690.35
2021-06-04,2190.5,2619.05,1500.95,1385.65,642.7,15670.25
2021-06-07,2227.4,2585.75,1499.85,1389.65,648.2,15751.65
2021-06-08,2214.6,2554.5,1483.05,1412.95,642.4,15740.1
2021-06-09,2175.0,2544.75,1480.3,1415.3,636.1,15635.35
2021-06-10,2183.0,2561.9,1481.05,1424.3,640.4,15737.75
2021-06-11,2213.15,2559.8,1486.35,1446.9,635.7,15799.35
2021-06-14,2244.9,2539.2,1479.45,1461.8,635.15,15811.85
2021-06-15,2250.0,2545.1,1490.25,1473.9,645.3,15869.25
2021-06-16,2211.6,2521.45,1484.6,1480.6,640.1,15767.55
2021-06-17,2215.65,2487.3,1466.1,1495.3,633.0,15691.4
