Date,Nifty50,reliance,infosys,hdfc,hdfcbank
2016-01-20,7309.3,1004.55,1121.25,1136.65,1018.3
2016-01-21,7276.8,984.2,1137.05,1131.1,1023.0
2016-01-22,7422.45,1004.15,1136.25,1158.45,1030.3
2016-01-25,7436.15,1003.95,1137.65,1174.6,1041.15
2016-01-27,7437.75,999.35,1138.5,1169.95,1035.65
2016-01-28,7424.65,1016.9,1129.6,1147.75,1031.7
2016-01-29,7563.55,1035.4,1164.9,1180.0,1049.85
2016-02-01,7555.95,1030.3,1173.35,1180.05,1059.75
2016-02-02,7455.55,1001.15,1175.55,1179.8,1053.8
2016-02-03,7361.8,981.4,1157.7,1160.95,1043.85
2016-02-04,7404.0,973.05,1179.75,1168.35,1049.2
2016-02-05,7489.1,970.9,1174.7,1182.95,1055.25
2016-02-08,7387.25,961.05,1150.8,1164.1,1035.85
2016-02-09,7298.2,957.5,1107.65,1159.9,1026.05
2016-02-10,7215.7,962.65,1108.55,1116.55,1012.95
2016-02-11,6976.35,924.55,1078.65,1066.65,975.3
2016-02-12,6980.95,906.55,1084.65,1083.75,971.4
2016-02-15,7162.95,946.75,1091.75,1080.45,973.6
2016-02-16,7048.25,930.55,1079.15,1077.15,973.45
2016-02-17,7108.45,952.6,1097.85,1076.3,974.9
2016-02-18,7191.75,940.1,1123.4,1069.1,989.45
2016-02-19,7210.75,944.35,1127.25,1060.85,989.3
2016-02-22,7234.55,962.3,1126.65,1058.4,988.75
2016-02-23,7109.55,949.65,1123.9,1051.1,970.05
2016-02-24,7018.7,952.65,1125.35,1022.1,949.6
2016-02-25,6970.6,944.1,1110.3,1042.65,942.65
2016-02-26,7029.75,950.35,1121.15,1053.7,961.0
2016-02-29,6987.05,966.65,1084.05,1060.3,971.85
2016-03-01,7222.3,981.3,1125.45,1069.45,984.15
2016-03-02,7368.85,1001.5,1156.0,1099.55,1007.2
2016-03-03,7475.6,1012.85,1169.3,1124.15,1015.85
2016-03-04,7485.35,1006.4,1170.65,1129.0,1020.55
2016-03-08,7485.3,1027.0,1163.45,1146.45,1014.15
2016-03-09,7531.8,1041.7,1178.5,1128.65,1024.8
2016-03-10,7486.15,1011.75,1142.5,1153.15,1021.25
2016-03-11,7510.2,1014.5,1143.0,1160.5,1028.7
2016-03-14,7538.75,1019.75,1141.2,1158.7,1027.55
2016-03-15,7460.6,1020.5,1134.4,1111.35,1026.7
2016-03-16,7498.75,1021.75,1152.45,1125.95,1030.45
2016-03-17,7512.55,1016.0,1161.75,1108.05,1018.4
2016-03-18,7604.35,1027.2,1193.4,1129.3,1028.4
2016-03-21,7704.25,1037.3,1194.9,1151.25,1045.6
2016-03-22,7714.9,1047.85,1189.95,1168.1,1053.85
2016-03-23,7716.5,1029.2,1207.8,1162.75,1049.35
2016-03-28,7615.1,1020.4,1204.9,1143.35,1047.5
2016-03-29,7597.0,1036.25,1197.25,1125.75,1053.8
2016-03-30,7735.2,1047.05,1205.95,1115.3,1064.95
2016-03-31,7738.4,1045.2,1218.3,1105.6,1071.15
2016-04-01,7713.05,1034.45,1205.45,1113.4,1064.45
2016-04-04,7758.8,1035.05,1243.7,1103.7,1069.05
2016-04-05,7603.2,1026.95,1219.8,1103.45,1057.45
2016-04-06,7614.35,1033.75,1200.7,1102.05,1061.5
2016-04-07,7546.45,1037.25,1181.5,1070.85,1055.5
2016-04-08,7555.2,1036.35,1165.75,1079.55,1059.35
2016-04-11,7671.4,1040.3,1183.9,1079.8,1070.95
2016-04-12,7708.95,1047.4,1182.2,1090.5,1063.0
2016-04-13,7850.45,1066.05,1172.7,1114.95,1081.75
2016-04-18,7914.7,1064.75,1238.7,1132.4,1087.8
2016-04-20,7914.75,1037.3,1243.6,1140.0,1097.85
2016-04-21,7912.05,1041.15,1226.3,1150.1,1091.15
2016-04-22,7899.3,1038.95,1211.25,1131.9,1092.15
2016-04-25,7855.05,1016.9,1215.85,1112.0,1093.25
2016-04-26,7962.65,1016.95,1232.15,1127.3,1113.85
2016-04-27,7979.9,1019.4,1240.15,1121.5,1124.2
2016-04-28,7847.25,996.7,1209.15,1085.55,1113.95
2016-04-29,7849.8,982.7,1208.1,1088.45,1132.35
2016-05-02,7805.9,986.95,1201.05,1091.9,1117.65
2016-05-03,7747.0,975.8,1177.8,1099.6,1118.0
2016-05-04,7706.55,978.1,1188.85,1129.9,1127.35
2016-05-05,7735.5,975.25,1192.45,1162.65,1132.3
2016-05-06,7733.45,968.95,1181.5,1167.8,1119.65
2016-05-09,7866.05,983.1,1199.05,1203.6,1141.4
2016-05-10,7887.8,982.55,1212.8,1218.55,1144.9
2016-05-11,7848.85,975.4,1201.85,1203.8,1138.8
2016-05-12,7900.4,992.8,1210.0,1195.85,1149.1
2016-05-13,7814.9,978.15,1207.25,1166.0,1140.9
2016-05-16,7860.75,975.95,1215.0,1186.45,1162.8
2016-05-17,7890.75,969.15,1214.25,1217.85,1153.45
2016-05-18,7870.15,970.55,1209.85,1208.2,1140.65
2016-05-19,7783.4,951.2,1205.75,1175.85,1139.3
2016-05-20,7749.7,934.2,1201.6,1179.55,1140.9
2016-05-23,7731.05,930.0,1188.0,1160.25,1136.75
2016-05-24,7748.85,940.45,1187.75,1172.75,1139.95
2016-05-25,7934.9,951.2,1208.65,1207.05,1173.3
2016-05-26,8069.65,946.85,1234.15,1228.25,1183.25
2016-05-27,8156.65,974.7,1247.5,1255.55,1186.8
2016-05-30,8178.5,968.7,1267.6,1233.95,1179.75
2016-05-31,8160.1,957.85,1248.65,1237.7,1181.9
2016-06-01,8179.95,953.6,1258.2,1243.25,1175.15
2016-06-02,8218.95,956.25,1261.55,1260.55,1174.95
2016-06-03,8220.8,959.65,1266.9,1254.9,1171.75
2016-06-06,8201.05,954.8,1266.75,1251.65,1171.1
2016-06-07,8266.45,955.05,1257.4,1251.3,1173.7
2016-06-08,8273.05,954.1,1238.1,1262.5,1162.6
2016-06-09,8203.6,971.15,1185.5,1237.5,1159.4
2016-06-10,8170.05,976.7,1180.6,1230.4,1161.35
2016-06-13,8110.6,981.1,1180.9,1205.35,1152.9
2016-06-14,8108.85,976.25,1175.0,1198.2,1151.85
2016-06-15,8206.6,984.6,1189.95,1205.15,1169.55
2016-06-16,8140.75,976.3,1186.0,1200.95,1162.15
2016-06-17,8170.2,974.9,1179.5,1227.3,1170.0
2016-06-20,8238.5,990.2,1208.75,1227.55,1172.05
2016-06-21,8219.9,987.1,1206.1,1238.15,1166.65
2016-06-22,8203.7,980.5,1199.5,1238.35,1171.5
2016-06-23,8270.45,980.45,1211.6,1245.5,1190.1
2016-06-24,8088.6,951.45,1194.55,1222.75,1161.9
2016-06-27,8094.7,955.65,1166.2,1214.6,1159.95
2016-06-28,8127.85,957.8,1159.15,1228.9,1166.95
2016-06-29,8204.0,966.9,1176.85,1248.55,1168.3
2016-06-30,8287.75,969.15,1170.8,1253.6,1176.45
2016-07-01,8328.35,973.45,1172.4,1242.35,1174.5
2016-07-04,8370.7,986.7,1183.95,1256.25,1172.8
2016-07-05,8335.95,993.1,1175.45,1260.7,1165.6
2016-07-07,8337.9,987.9,1157.25,1290.55,1185.65
2016-07-08,8323.2,978.4,1158.2,1286.9,1174.85
2016-07-11,8467.9,992.5,1175.05,1314.1,1199.75
2016-07-12,8521.05,1003.4,1176.55,1333.75,1202.15
2016-07-13,8519.5,1008.75,1193.8,1330.45,1197.75
2016-07-14,8565.0,1004.9,1176.25,1336.95,1200.35
2016-07-15,8541.4,1012.2,1072.55,1364.1,1223.7
2016-07-18,8508.7,1006.25,1081.95,1346.35,1227.45
2016-07-19,8528.55,1017.8,1086.95,1338.55,1218.35
2016-07-20,8565.85,1023.0,1083.1,1334.45,1232.2
2016-07-21,8510.1,1006.35,1079.9,1332.9,1228.6
2016-07-22,8541.2,1014.85,1072.45,1357.0,1230.8
2016-07-25,8635.65,1022.75,1080.85,1382.0,1246.95
2016-07-26,8590.65,1024.05,1088.7,1367.45,1238.8
2016-07-27,8615.8,1013.1,1085.35,1387.7,1236.95
2016-07-28,8666.3,1026.35,1077.5,1402.15,1248.45
2016-07-29,8638.5,1014.9,1073.85,1374.5,1246.2
2016-08-01,8636.55,1009.5,1085.25,1374.3,1242.3
2016-08-02,8622.9,1012.8,1083.8,1342.15,1243.3
2016-08-03,8544.85,993.95,1084.9,1325.45,1240.45
2016-08-04,8551.1,993.0,1071.8,1320.15,1241.0
2016-08-05,8683.15,1016.25,1068.0,1342.1,1249.25
2016-08-08,8711.35,1029.25,1078.7,1367.45,1249.6
2016-08-09,8678.25,1030.7,1083.4,1343.0,1247.2
2016-08-10,8575.3,1003.65,1082.35,1337.15,1226.9
2016-08-11,8592.15,1014.1,1077.35,1348.45,1228.25
2016-08-12,8672.15,1035.8,1062.55,1382.15,1228.7
2016-08-16,8642.55,1024.9,1051.8,1358.55,1227.3
2016-08-17,8624.05,1013.3,1033.3,1366.9,1234.9
2016-08-18,8673.25,1018.05,1023.4,1374.3,1252.5
2016-08-19,8666.9,1014.9,1021.3,1369.4,1247.1
2016-08-22,8629.15,1011.85,1015.45,1377.55,1250.3
2016-08-23,8632.6,1010.45,1039.65,1375.15,1251.45
2016-08-24,8650.3,1020.5,1057.4,1382.85,1261.8
2016-08-25,8592.2,1012.7,1036.15,1357.5,1258.55
2016-08-26,8572.55,1027.9,1020.25,1366.35,1257.1
2016-08-29,8607.45,1057.45,1022.8,1375.5,1238.1
2016-08-30,8744.35,1066.4,1040.4,1392.1,1268.65
2016-08-31,8786.2,1060.0,1035.85,1405.45,1291.2
2016-09-01,8774.65,1029.2,1037.55,1424.75,1283.7
2016-09-02,8809.65,1013.35,1031.85,1439.15,1285.1
2016-09-06,8943.0,1019.9,1045.0,1458.05,1300.4
2016-09-07,8917.95,1017.65,1054.35,1427.15,1286.75
2016-09-08,8952.5,1033.4,1037.65,1437.8,1289.4
2016-09-09,8866.7,1044.55,1035.5,1410.65,1290.4
2016-09-12,8715.6,1046.5,1054.0,1399.05,1279.9
2016-09-14,8726.6,1044.75,1045.6,1392.2,1269.45
2016-09-15,8742.55,1065.0,1042.2,1410.05,1279.6
2016-09-16,8779.85,1075.55,1060.15,1397.35,1297.85
2016-09-19,8808.4,1082.4,1061.2,1392.8,1290.15
2016-09-20,8775.9,1074.2,1050.15,1393.1,1288.45
2016-09-21,8777.15,1072.25,1055.75,1392.35,1293.0
2016-09-22,8867.45,1088.95,1058.8,1413.25,1306.9
2016-09-23,8831.55,1102.8,1042.55,1425.1,1312.7
2016-09-26,8723.05,1107.2,1035.9,1412.45,1296.15
2016-09-27,8706.4,1110.5,1039.75,1418.9,1298.05
2016-09-28,8745.15,1090.65,1038.95,1423.55,1295.25
2016-09-29,8591.25,1072.45,1029.2,1401.4,1277.5
2016-09-30,8611.15,1083.7,1036.05,1393.45,1272.85
2016-10-03,8738.1,1090.7,1038.1,1425.5,1287.2
2016-10-04,8769.15,1096.35,1049.2,1432.4,1289.55
2016-10-05,8743.95,1089.4,1041.5,1423.15,1286.1
2016-10-06,8709.55,1110.8,1027.4,1426.0,1281.95
2016-10-07,8697.6,1109.0,1012.55,1403.7,1280.6
2016-10-10,8708.8,1096.35,1029.95,1391.45,1284.35
2016-10-13,8573.35,1057.15,1052.35,1338.9,1262.75
2016-10-14,8583.4,1077.65,1027.15,1316.05,1261.8
2016-10-17,8520.4,1060.65,1022.4,1301.95,1237.7
2016-10-18,8677.9,1081.1,1039.05,1355.25,1257.85
2016-10-19,8659.1,1087.35,1041.8,1342.15,1258.35
2016-10-20,8699.4,1087.55,1036.65,1359.95,1255.5
2016-10-21,8693.05,1064.2,1038.3,1336.55,1270.7
2016-10-24,8708.95,1063.3,1027.1,1344.0,1263.55
2016-10-25,8691.3,1060.85,1017.2,1340.1,1250.3
2016-10-26,8615.25,1054.05,1014.2,1334.65,1239.3
2016-10-27,8615.25,1048.7,1003.5,1378.55,1252.1
2016-10-28,8638.0,1054.95,997.5,1391.7,1259.05
2016-10-30,8625.7,1051.2,1002.1,1377.5,1253.3
2016-11-01,8626.25,1051.0,989.45,1417.2,1259.8
2016-11-02,8514.0,1023.75,981.05,1404.35,1246.15
2016-11-03,8484.95,1023.95,966.85,1401.6,1254.95
2016-11-04,8433.75,1005.55,971.0,1386.15,1243.7
2016-11-07,8497.05,1001.15,977.95,1381.4,1249.45
2016-11-08,8543.55,1003.5,982.6,1391.35,1254.3
2016-11-09,8432.0,1004.6,958.3,1350.8,1251.25
2016-11-10,8525.75,1010.4,939.4,1324.55,1278.55
2016-11-11,8296.3,1001.75,921.55,1268.35,1275.8
2016-11-15,8108.45,985.4,923.55,1225.75,1254.75
2016-11-16,8111.6,986.55,940.9,1255.4,1244.35
2016-11-17,8079.95,977.75,929.8,1250.2,1230.2
2016-11-18,8074.1,987.5,920.0,1249.8,1211.4
2016-11-21,7929.1,991.5,911.1,1221.95,1198.7
2016-11-22,8002.3,1001.45,914.2,1249.7,1198.05
2016-11-23,8033.3,1009.0,920.25,1226.9,1184.75
2016-11-24,7965.5,987.35,930.3,1217.65,1165.5
2016-11-25,8114.3,993.7,977.5,1244.05,1189.3
2016-11-28,8126.9,986.65,979.75,1246.7,1184.45
2016-11-29,8142.15,997.7,972.6,1255.8,1178.75
2016-11-30,8224.5,990.05,975.55,1263.1,1199.6
2016-12-01,8192.9,997.75,975.6,1270.0,1197.25
2016-12-02,8086.8,994.75,964.5,1236.8,1189.1
2016-12-05,8128.75,993.85,961.65,1215.55,1196.35
2016-12-06,8143.15,1005.2,966.5,1243.4,1194.45
2016-12-07,8102.05,999.15,966.4,1264.95,1181.6
2016-12-08,8246.85,1020.05,984.65,1289.85,1199.5
2016-12-09,8261.75,1028.95,989.35,1268.25,1198.3
2016-12-12,8170.8,1027.2,977.35,1264.5,1184.45
2016-12-13,8221.8,1039.8,990.2,1278.55,1186.25
2016-12-14,8182.45,1059.5,999.75,1266.55,1175.7
2016-12-15,8153.6,1052.95,992.35,1259.2,1176.6
2016-12-16,8139.45,1057.15,1005.15,1269.15,1182.3
2016-12-19,8104.35,1062.55,1004.65,1247.9,1176.75
2016-12-20,8082.4,1057.9,1012.15,1235.55,1181.9
2016-12-21,8061.3,1063.25,1001.55,1235.6,1180.0
2016-12-22,7979.1,1053.35,984.7,1217.4,1173.1
2016-12-23,7985.75,1057.3,988.45,1224.85,1186.25
2016-12-26,7908.25,1047.45,982.75,1219.5,1175.0
2016-12-27,8032.85,1064.7,998.95,1232.15,1185.2
2016-12-28,8034.85,1049.7,998.5,1237.95,1186.75
2016-12-29,8103.6,1065.45,992.35,1257.2,1205.2
2016-12-30,8185.8,1082.4,1010.6,1262.6,1206.2
2017-01-02,8179.5,1085.1,1001.1,1217.1,1197.1
2017-01-03,8192.25,1089.4,993.85,1214.0,1189.9
2017-01-04,8190.5,1067.15,997.75,1212.1,1185.5
2017-01-05,8273.8,1077.4,996.15,1217.2,1186.2
2017-01-06,8243.8,1074.95,972.25,1222.35,1193.65
2017-01-09,8236.05,1077.7,970.35,1223.55,1195.2
2017-01-10,8288.6,1089.85,970.55,1217.25,1214.35
2017-01-11,8380.65,1086.05,969.1,1230.05,1234.0
2017-01-12,8407.2,1083.3,1000.05,1221.1,1235.0
2017-01-13,8400.35,1090.4,975.8,1247.5,1232.5
2017-01-16,8412.8,1076.25,955.65,1256.9,1247.65
2017-01-17,8398.0,1041.25,955.4,1245.8,1238.5
2017-01-18,8417.0,1032.55,950.8,1249.05,1242.6
2017-01-19,8435.1,1033.7,958.1,1242.4,1236.3
2017-01-20,8349.35,1025.8,948.7,1237.3,1236.35
2017-01-23,8391.5,1015.9,952.7,1259.75,1244.65
2017-01-24,8475.8,1027.3,945.55,1280.75,1267.55
2017-01-25,8602.75,1017.3,936.6,1337.4,1290.6
2017-01-27,8641.25,1025.1,942.15,1373.7,1291.9
2017-01-30,8632.75,1044.8,949.35,1371.9,1284.95
2017-01-31,8561.3,1045.2,928.6,1365.85,1286.65
2017-02-01,8716.4,1049.65,916.75,1412.1,1305.7
2017-02-02,8734.25,1043.5,935.9,1401.3,1298.7
2017-02-03,8740.95,1033.65,936.1,1397.45,1311.05
2017-02-06,8801.05,1041.65,935.25,1400.3,1314.1
2017-02-07,8768.3,1030.9,942.25,1407.25,1307.15
2017-02-08,8769.05,1025.15,936.5,1401.1,1305.65
2017-02-09,8778.4,1032.75,946.0,1396.9,1297.65
2017-02-10,8793.55,1030.15,968.3,1388.55,1303.6
2017-02-13,8805.05,1029.85,984.35,1392.05,1310.2
2017-02-14,8792.3,1049.8,987.7,1398.15,1311.1
2017-02-15,8724.7,1051.3,981.8,1399.15,1322.2
2017-02-16,8778.0,1067.5,1012.1,1393.55,1327.9
2017-02-17,8821.7,1075.5,1000.1,1402.5,1377.05
2017-02-20,8879.2,1075.4,1010.25,1393.3,1409.1
2017-02-21,8907.85,1088.2,1013.6,1412.45,1415.55
2017-02-22,8926.9,1207.5,990.15,1394.1,1399.15
2017-02-23,8939.5,1182.75,1008.85,1385.7,1394.3
2017-02-27,8896.7,1238.9,1012.4,1375.7,1393.6
2017-02-28,8879.6,1238.05,1012.4,1370.05,1390.1
2017-03-01,8945.8,1234.5,1025.15,1400.55,1391.65
2017-03-02,8899.75,1236.75,1023.3,1399.0,1380.1
2017-03-03,8897.55,1258.55,1031.2,1371.2,1377.0
2017-03-06,8963.45,1305.35,1033.9,1365.95,1380.75
2017-03-07,8946.9,1304.95,1019.8,1365.4,1386.2
2017-03-08,8924.3,1291.2,1007.8,1367.7,1392.2
2017-03-09,8927.0,1286.75,1011.55,1371.5,1394.2
2017-03-10,8934.55,1281.65,1021.85,1373.8,1400.1
2017-03-14,9087.0,1289.5,1034.8,1424.15,1410.7
2017-03-15,9084.8,1304.95,1011.95,1426.1,1416.6
2017-03-16,9153.7,1297.65,1028.85,1450.25,1417.35
2017-03-17,9160.05,1300.7,1040.3,1451.2,1425.85
2017-03-20,9126.85,1280.8,1021.5,1457.75,1436.1
2017-03-21,9121.5,1263.8,1032.85,1458.4,1440.95
2017-03-22,9030.45,1259.7,1027.7,1442.3,1430.9
2017-03-23,9086.3,1273.3,1040.45,1456.65,1430.9
2017-03-24,9108.0,1286.75,1031.4,1462.6,1424.35
2017-03-27,9045.2,1251.1,1028.85,1474.7,1409.85
2017-03-28,9100.8,1245.75,1035.15,1504.1,1420.2
2017-03-29,9143.8,1256.65,1031.85,1522.05,1428.6
2017-03-30,9173.75,1270.65,1025.5,1519.95,1466.2
2017-03-31,9173.75,1320.9,1022.25,1502.1,1442.55
2017-04-03,9237.85,1374.65,1008.8,1533.65,1433.2
2017-04-05,9265.15,1415.0,995.95,1490.15,1432.35
2017-04-06,9261.95,1438.5,999.6,1482.6,1438.5
2017-04-07,9198.3,1406.6,981.55,1484.75,1438.85
2017-04-10,9181.45,1381.35,953.4,1467.5,1434.15
2017-04-11,9237.0,1372.35,967.15,1476.85,1439.5
2017-04-12,9203.45,1354.0,968.85,1466.65,1443.7
2017-04-13,9150.8,1364.8,931.4,1474.9,1440.3
2017-04-17,9139.3,1391.85,924.9,1479.55,1436.8
2017-04-18,9105.15,1370.2,922.65,1480.05,1447.3
2017-04-19,9103.5,1368.8,919.2,1490.2,1449.0
2017-04-20,9136.4,1369.55,927.3,1517.1,1462.15
2017-04-21,9119.4,1402.5,923.7,1507.45,1496.6
2017-04-24,9217.95,1417.4,926.55,1530.7,1533.05
2017-04-25,9306.6,1432.8,929.35,1548.4,1537.05
2017-04-26,9351.85,1416.45,914.25,1586.0,1550.65
2017-04-27,9342.15,1409.5,925.25,1566.5,1568.6
2017-04-28,9304.05,1395.2,918.95,1537.15,1546.5
2017-05-02,9313.8,1370.55,922.6,1584.75,1540.6
2017-05-03,9311.95,1370.1,934.3,1571.3,1544.3
2017-05-04,9359.9,1357.95,937.65,1564.35,1534.8
2017-05-05,9285.3,1328.25,931.5,1546.85,1532.2
2017-05-08,9314.05,1321.4,945.5,1529.5,1534.8
2017-05-09,9316.85,1330.35,946.65,1523.5,1535.75
2017-05-10,9407.3,1359.1,943.65,1572.0,1551.8
2017-05-11,9422.4,1359.55,944.1,1565.3,1546.4
2017-05-12,9400.9,1350.45,964.25,1549.8,1551.65
2017-05-15,9445.4,1344.1,951.55,1559.5,1553.4
2017-05-16,9512.25,1356.3,955.0,1566.55,1559.65
2017-05-17,9525.75,1353.1,952.8,1552.5,1557.15
2017-05-18,9429.45,1327.35,961.75,1537.05,1557.1
2017-05-19,9427.9,1318.85,957.95,1520.6,1561.25
2017-05-22,9438.25,1324.15,961.45,1519.85,1576.0
2017-05-23,9386.15,1305.55,957.3,1511.5,1569.1
2017-05-24,9360.55,1297.7,954.8,1524.85,1566.75
2017-05-25,9509.75,1302.45,983.3,1539.75,1617.15
2017-05-26,9595.1,1337.3,995.7,1547.9,1626.0
2017-05-29,9604.9,1356.9,985.15,1598.85,1631.9
2017-05-30,9624.55,1359.35,996.2,1579.5,1629.05
2017-05-31,9621.25,1340.7,977.05,1569.85,1636.2
2017-06-01,9616.1,1328.25,971.4,1583.75,1628.6
2017-06-02,9653.5,1324.75,969.45,1604.65,1634.25
2017-06-05,9675.1,1329.35,958.75,1606.15,1635.55
2017-06-06,9637.15,1312.8,979.35,1605.75,1638.95
2017-06-07,9663.9,1339.0,961.3,1599.35,1640.8
2017-06-08,9647.25,1331.7,956.45,1633.55,1644.75
2017-06-09,9668.25,1335.7,948.6,1647.2,1666.8
2017-06-12,9616.4,1319.45,963.85,1647.5,1668.75
2017-06-13,9606.9,1314.35,957.8,1667.65,1676.7
2017-06-14,9618.15,1357.5,958.6,1651.1,1671.2
2017-06-15,9578.05,1383.95,952.1,1636.85,1664.35
2017-06-16,9588.05,1388.8,940.25,1640.85,1669.25
2017-06-19,9657.55,1409.25,929.85,1654.2,1692.9
2017-06-20,9653.5,1412.35,943.55,1631.5,1686.55
2017-06-21,9633.6,1422.0,943.35,1628.25,1698.7
2017-06-22,9630.0,1432.65,940.15,1653.8,1698.0
2017-06-23,9574.95,1435.85,943.25,1651.35,1678.65
2017-06-27,9511.4,1437.15,927.05,1651.05,1667.65
2017-06-28,9491.25,1398.5,924.7,1629.0,1666.45
2017-06-29,9504.1,1392.7,930.2,1632.2,1663.05
2017-06-30,9520.9,1380.0,935.55,1614.95,1652.05
2017-07-03,9615.0,1381.05,951.9,1621.65,1658.6
2017-07-04,9613.3,1421.95,962.15,1640.65,1653.35
2017-07-05,9637.6,1442.65,950.9,1629.1,1648.75
2017-07-06,9674.55,1442.55,947.0,1647.9,1658.15
2017-07-07,9665.8,1491.15,935.4,1629.15,1667.2
2017-07-10,9771.05,1492.85,957.05,1638.85,1676.35
2017-07-11,9786.05,1494.35,975.35,1642.75,1680.4
2017-07-12,9816.1,1511.1,972.35,1639.95,1681.25
2017-07-13,9891.7,1522.1,977.05,1656.9,1683.55
2017-07-14,9886.35,1533.75,972.05,1647.7,1679.95
2017-07-17,9915.95,1551.75,984.05,1652.35,1682.35
2017-07-18,9827.15,1519.9,985.6,1653.0,1683.55
2017-07-19,9899.6,1532.95,979.85,1654.85,1692.3
2017-07-20,9873.3,1528.9,969.45,1651.0,1710.9
2017-07-21,9915.25,1585.0,980.1,1640.95,1703.05
2017-07-24,9966.4,1615.25,990.55,1632.25,1735.1
2017-07-25,9964.55,1602.15,993.85,1632.05,1739.65
2017-07-26,10020.65,1622.75,994.05,1633.45,1747.55
2017-07-27,10020.55,1594.8,971.05,1728.2,1789.65
2017-07-28,10014.5,1594.45,997.35,1785.35,1778.5
2017-07-31,10077.1,1615.2,1011.2,1789.25,1784.4
2017-08-01,10114.65,1603.6,1005.55,1779.1,1797.2
2017-08-02,10081.5,1629.2,993.35,1766.4,1791.65
2017-08-03,10013.65,1650.1,984.0,1736.75,1779.95
2017-08-04,10066.4,1622.15,983.75,1731.35,1790.25
2017-08-07,10057.4,1616.35,968.25,1725.4,1788.55
2017-08-08,9978.55,1602.55,963.85,1719.9,1777.9
2017-08-09,9908.05,1598.8,969.35,1731.65,1764.45
2017-08-10,9820.25,1584.35,981.25,1709.8,1760.45
2017-08-11,9710.8,1546.25,987.7,1695.35,1749.05
2017-08-14,9794.15,1573.05,981.45,1713.95,1757.2
2017-08-16,9897.3,1566.1,975.2,1741.75,1781.25
2017-08-17,9904.15,1567.1,1020.85,1759.25,1765.4
2017-08-18,9837.4,1575.4,923.25,1735.05,1752.15
2017-08-21,9754.35,1564.4,873.4,1738.15,1743.2
2017-08-22,9765.55,1560.05,875.4,1750.4,1747.0
2017-08-23,9852.5,1582.05,892.8,1765.25,1772.45
2017-08-24,9857.05,1568.05,912.15,1757.35,1762.5
2017-08-28,9912.8,1566.55,941.0,1766.45,1762.25
2017-08-29,9796.05,1532.15,927.45,1727.8,1746.15
2017-08-30,9884.4,1564.1,926.65,1759.05,1768.55
2017-08-31,9917.9,1594.5,914.95,1776.9,1776.45
2017-09-01,9974.4,1610.1,919.95,1759.55,1767.6
2017-09-04,9912.85,1613.35,900.2,1755.4,1750.9
2017-09-05,9952.2,1632.6,901.9,1767.3,1755.35
2017-09-06,9916.2,1645.4,895.6,1775.0,1759.9
2017-09-07,9929.9,818.1,895.75,1781.7,1766.55
2017-09-08,9934.8,816.9,884.3,1779.15,1787.65
2017-09-11,10006.05,817.9,878.7,1781.7,1823.35
2017-09-12,10093.05,823.75,884.05,1798.1,1835.2
2017-09-13,10079.3,849.0,883.75,1778.1,1841.85
2017-09-14,10086.6,843.85,892.4,1771.8,1839.4
2017-09-15,10085.4,841.8,908.25,1768.95,1848.95
2017-09-18,10153.1,845.55,909.1,1771.75,1860.45
2017-09-19,10147.55,838.6,912.25,1752.6,1849.7
2017-09-20,10141.15,847.15,912.7,1767.15,1848.85
2017-09-21,10121.9,841.35,909.55,1788.6,1839.1
2017-09-22,9964.4,817.4,898.3,1780.95,1824.1
2017-09-25,9872.6,821.55,895.35,1755.05,1799.75
2017-09-26,9871.5,820.1,905.9,1741.25,1792.3
2017-09-27,9735.75,799.15,899.8,1719.35,1776.5
2017-09-28,9768.95,786.45,896.0,1744.35,1795.3
2017-09-29,9788.6,780.9,899.9,1742.15,1805.7
2017-10-03,9859.5,798.35,903.55,1761.6,1808.85
2017-10-04,9914.9,818.85,899.6,1768.1,1797.0
2017-10-05,9888.7,824.15,903.05,1751.7,1798.6
2017-10-06,9979.7,837.05,920.15,1740.0,1800.1
2017-10-09,9988.75,830.65,923.9,1749.7,1795.5
2017-10-10,10016.95,843.2,935.45,1744.75,1802.7
2017-10-11,9984.8,840.15,930.7,1750.75,1790.15
2017-10-12,10096.4,872.75,927.3,1755.55,1818.8
2017-10-13,10167.45,876.45,930.1,1766.45,1850.8
2017-10-16,10230.85,876.8,939.0,1762.9,1857.15
2017-10-17,10234.45,874.35,930.5,1759.75,1851.25
2017-10-18,10210.85,914.5,924.35,1751.55,1868.5
2017-10-19,10146.55,909.9,926.95,1745.75,1848.4
2017-10-23,10184.85,939.75,939.5,1722.4,1863.3
2017-10-24,10207.7,934.25,926.5,1722.3,1867.1
2017-10-25,10295.35,939.9,935.3,1677.65,1795.1
2017-10-26,10343.8,947.4,947.35,1692.35,1795.35
2017-10-27,10323.05,929.85,946.35,1699.05,1791.05
2017-10-30,10363.65,942.5,944.1,1705.8,1815.0
2017-10-31,10335.3,940.85,921.85,1707.4,1808.5
2017-11-01,10440.5,952.55,927.05,1754.3,1821.2
2017-11-02,10423.8,946.6,922.9,1762.25,1822.1
2017-11-03,10452.5,945.3,926.65,1776.3,1830.7
2017-11-06,10451.8,932.5,928.7,1790.2,1828.6
2017-11-07,10350.15,906.7,955.5,1764.65,1823.7
2017-11-08,10303.15,887.8,952.3,1747.45,1825.95
2017-11-09,10308.95,900.5,954.5,1725.85,1827.85
2017-11-10,10321.75,883.85,962.05,1709.5,1822.0
